original_shape2D_Elongation,original_shape2D_MajorAxisLength,original_shape2D_MaximumDiameter,original_shape2D_MeshSurface,original_shape2D_MinorAxisLength,original_shape2D_Perimeter,original_shape2D_PerimeterSurfaceRatio,original_shape2D_PixelSurface,original_shape2D_Sphericity,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,label
0.6085469268625658,15.543797146553347,17.436617291956974,104.00378668110798,9.45912998531016,65.81918665823459,0.6328537523354472,104.00378668110794,0.5492587656942025,0.7643121657196975,2.680859539472183,86999.3783257822,0.02588456048311246,1.069501882674378,2.430435913867163,4.29081637352468,0.5954740531536655,1.7429582506956385,1.7610879203722176,-0.2381675989737526,4.528983972498432,0.4373579709357054,1.8868358975739745,-0.042038778418372294,370.26905040650075,0.9948571770385377,0.5222462407057855,3.9913378054049504,0.014701685103177754,-0.008969534308110491,0.006126374194815931,0.00324067337529206,0.30619656058496036,0.00324067337529206,0.031464320373036724,0.0032301619317522644,0.9983796633123541,0.9983796633123541,0.9993518653249416,0.9989197755415694,-0.18509970161339465,0.0935918742393573,0.00324067337529206,1.9976527140308655,0.9920863142831937,0.04331188011158992,0.3061965605788278,0.9960323773432194,3.995305428061731,0.04007120673629818,0.002341761892526998,1
0.7271569197227685,13.330745425640371,15.126355420253553,83.185579759201,9.69354378131704,52.794631994366014,0.6346608648661428,83.18770775745533,0.6124056501598922,1.3798745560565182,3.2759244003904096,118462.62291121655,0.0021659993239703003,1.0157868661294207,2.690285226785267,4.1822002575567785,0.5862750716392396,2.354065520446755,2.399194035378295,-0.07235061265585611,4.2545508702126345,0.4215855267707251,2.4618507764347,-0.32665794168172646,504.1765095119162,0.9996930789370988,0.5190847708758854,3.999376498995516,0.00031136192364721613,-0.00031145899256686347,0.00031165331215025584,0.00031175050224208154,-0.0001558995524318818,0.00031175050224208154,0.004080744830500515,0.00031165331215025584,0.999844124748879,0.999844124748879,0.9999376498995516,0.9998960831659193,-1.5962903057629178e-05,0.00026479713127296195,0.00031175050224208154,1.9998441247488787,0.9993766447806536,0.004392495332742276,0.00015589955227263976,0.9996882494977579,3.9996882494977575,0.004080744830500515,0.00015585095359808436,1
0.7013734033727705,49.32592986910236,51.33152776271355,1324.6597613231907,34.59589530681892,160.7835999665235,0.12137728091469935,1324.6618893214438,0.8024451485491203,2.104840378134937,3.932794338830302,3196217.29448007,0.004116982946421942,0.9259603780347354,3.7940654550138824,4.790416962487518,0.5723096439738805,3.1204065179890224,3.247473541376122,-0.2996121739916382,5.090029136479156,0.3900530598659691,3.2045441484953523,-0.885080857801429,13603.08964609294,0.9993704713096485,0.5321663621474252,3.9990953675635588,0.0025866581111727415,-0.001409127893416816,0.0008205443927325293,0.00023121262176203358,0.55606480760654,0.00023121262176203358,0.003124589871713445,0.000231158639523187,0.9998843936891191,0.9998843936891191,0.9999537574756476,0.9999229291260794,-0.4445544847454207,0.05571845387741593,0.00023121262176203358,1.99973699129148,0.9992429628532296,0.005440809839006883,0.5560648067174063,0.9996213849805989,3.99947398258296,0.00520959721724517,0.0002629392536236408,1
0.6843786682516431,50.019605671444836,51.894439613376676,1329.137069650254,34.23235111589575,165.86130030778128,0.12478870997964539,1329.1391976485104,0.7791924782391006,1.4147997350896215,3.269643979647618,1956794.1697537429,0.0023302241723046143,0.9914706113866638,2.6888730660795352,4.526275335940017,0.5724349433981082,2.4017314390909483,2.470318835583951,-0.2722374680062909,4.798512803946308,0.4097212707615064,2.5031563177058,-0.3449373908185306,8328.109154556778,0.9996670401885173,0.49747764535257866,3.999568850017031,0.0011112728551204677,-0.0006170953776566963,0.0003700517518602913,0.00012285198249488422,0.4913154328690593,0.00012285198249488422,0.0017727924419546324,0.0001228368250150903,0.9999385740087526,0.9999385740087526,0.9999754296035009,0.9999590493391685,-0.39012560990903744,0.037153993154475304,0.00012285198249488422,1.9998767586694262,0.9996307113078072,0.00284521265990244,0.4913154292843174,0.9998153326781786,3.9997535173388523,0.0027223606774078764,0.00012322593358879386,1
0.9416762114685309,12.541577756139484,13.397318416681898,112.21573194448723,11.810105427239426,48.16624542955599,0.42922899129137865,112.21785994274146,0.7796308413745121,2.2168850786308076,4.22521380415666,319927.3814505575,-3.203426503814917e-16,1.0251978333759477,3.574374106352989,4.8591596666889885,0.6314711098369198,3.3919982188822653,3.5986223019785335,0.13471857514875277,4.7244410915402355,0.4368128336975504,3.4833358227637783,-0.9976714485082231,1361.6098184650011,1.0,0.6279765372489501,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,1
0.6612616872862563,19.775960244522164,20.52271732704747,188.3980694487567,13.077084838998653,65.97860554749603,0.35020850128956266,188.4001974470109,0.7374626396753959,1.0646731538214513,2.9875356456531423,220336.4064301132,0.016148759703490157,1.0665964368910967,2.553956328013759,3.5631766909913574,0.5959473361803687,2.1111750672563385,2.217062246508147,-0.34121939921611233,3.9043960902074697,0.4392368459734733,2.2310180591349864,-0.5058847266024351,937.7509764880874,0.9970225406227426,0.5203814155816373,3.9954327302002186,0.010479615962890173,-0.005956661418227799,0.0037007319790234145,0.00142940424079893,0.4425090661457427,0.00142940424079893,0.015564500514296087,0.0014273517244162727,0.9992852978796004,0.9992852978796004,0.9997141191518402,0.9995235319197336,-0.3112510708988411,0.0936819258394142,0.00142940424079893,1.9987158107735394,0.9960075801656725,0.023949120828452165,0.44250906611574803,0.99800110865314,3.997431621547079,0.02251971658765356,0.001282534054955586,1
0.6734675447963,29.274067097339756,30.63721185083992,430.58555077168694,19.715134094247556,102.73012158601574,0.23858237091770693,430.5876787699412,0.7160392943676998,1.6956341925662648,3.9178794546351625,888117.8520227621,0.00017859821349281444,1.1696817967241024,2.679723277446157,5.215190202221329,0.6817330991170747,2.840104803542379,2.883334194117953,-0.07765746588195663,5.292847668103286,0.4852539589824252,2.962819076620242,-0.20642693864594908,3779.826477450552,0.9999802318800488,0.712101585680328,3.999980118160475,9.940524480126375e-06,-9.940623298265797e-06,9.940820940438897e-06,9.940919762507831e-06,-4.970484586671903e-06,9.940919762507831e-06,0.00017954171678931307,9.940820940438899e-06,0.9999950295401188,0.9999950295401188,0.9999980118160475,0.9999966863600792,-3.762104573335992e-07,8.443027130604409e-06,9.940919762507831e-06,1.9999950295401188,0.9999801183087083,0.00018948263655150054,4.970484828364399e-06,0.9999900590802374,3.9999900590802375,0.00017954171678931307,4.9704351757366824e-06,1
0.8365130377218216,24.728532349990786,26.521794188278403,350.6238883677645,20.685739714493128,102.18152462361238,0.2914277321470909,350.6260163660186,0.6496109015418833,0.9564888262695176,2.577693186463079,279877.79065279575,0.002220562664839157,0.8574016523681636,2.63149968543817,3.739732913050621,0.49783329715957353,1.737865923767588,1.708812418254765,-0.20437355510365002,3.944106468154271,0.35603305067387725,1.8431589151566945,0.1862754641692007,1191.1588998581312,0.9996844545389687,0.3770568175290315,3.9994163244566145,0.0005127445479958144,-0.0003907782070794754,0.00032991607745910925,0.00026893691548200433,0.10242961393106056,0.00026893691548200433,0.003575146850704947,0.0002688636863082422,0.999865531542259,0.999865531542259,0.9999462126169036,0.9999103543615059,-0.0646085373334351,0.013586641970525861,0.00026893691548200433,1.9998502643047849,0.9994317098172212,0.004100770239888662,0.10250308250381215,0.999715795847044,3.9997005286095697,0.0038318333244069785,0.0001497132482352784,1
0.6732494954339471,11.995884359685332,12.446104005839901,73.91601936343018,8.076223092442127,37.655575380320066,0.5094372736060797,73.91814736168445,0.8093659491871419,4.158191566021537,6.870023960521476,556315.9745618987,-3.203426503814917e-16,1.5444450007953305,2.7871857331297663,7.764736926499461,0.8493936647601315,5.563958730965423,5.642989035751668,1.265286309359386,6.499450617140075,0.6266483054148596,5.65960159359073,-0.449126636357488,2367.678845424086,1.0,1.0734534382883754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,1
0.8207298360685261,14.263384832070729,15.813184969112507,124.93690550874763,11.706385495007712,51.351714307655875,0.4110211798391342,124.93903350700187,0.7716055770087563,1.2956816461208271,3.636329036642087,205817.56377621394,-3.203426503814917e-16,1.3424088995267585,2.289271752795428,4.757588606577364,0.7334703492231388,2.4973341911046356,2.5511460294460404,0.02290051268078316,4.7346880938965805,0.5471603891244633,2.647846331530921,-0.0964307808428089,875.9588328439122,1.0,0.7744121333415105,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,1
0.6221986633053126,11.128298707208003,11.595938993672283,57.587250490352496,6.924012580487058,37.14029812001418,0.6449395969379756,57.58970049037333,0.7243070599469161,1.1333558054608057,2.9107429578422708,53832.0827159689,-3.203426503814917e-16,1.0075777499081873,2.4195568686788262,3.9433226370285768,0.5602678025098069,2.0300522858472165,2.030675047252489,0.11427716808468345,3.8290454689438933,0.41179246844095385,2.1401599038037173,-0.0022055952226565203,263.7772075542969,1.0,0.4591721305756272,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,0
0.8313690904423754,23.60815160181699,24.562420587905724,358.084653049072,19.627087524228298,78.6955710056556,0.21976806415903877,358.08710304909323,0.8524079572521204,3.263264634637541,5.052432995247534,1402027.5636723242,-3.203426503814917e-16,0.8534108498307083,6.126045765660812,5.440210907714469,0.5802709319045741,4.309826938962628,4.5209227291249,0.19397999928148732,5.246230908432982,0.36596596480309584,4.380079346814686,-1.6365946905072988,6869.935120491532,1.0,0.6104868405845858,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,0
0.6244945715496037,7.4248666974319395,7.3259607190453,26.59965022649468,4.63678894702568,21.57869200320391,0.8112396899757115,26.602100226515514,0.8472620976948211,2.814121713461276,4.060399522581501,65622.59447792309,-3.203426503814917e-16,0.5624443594026012,3.3819294405535025,4.4077552698169535,0.3728969261788247,3.4426591794778725,3.468287768397224,1.6041864629486031,2.80356880686835,0.24344856911748014,3.4766964775649276,-0.37686785207835166,321.55071567981093,1.0,0.2355161710691191,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,0
0.5309731231606203,13.17530539204647,14.25118077182625,71.36880545302202,6.995733052609874,39.74703220188561,0.5569244426831383,71.37306144953064,0.7534500034716386,1.0416671739384913,3.3044858092943326,94882.21962829976,-3.203426503814917e-16,1.2446305481907574,2.4409393909260113,5.000395304635545,0.7006673827002062,2.221728241932417,2.2493602994087487,0.12947343023223287,4.8709218744033125,0.5160927874729162,2.378624493257073,0.030957610569249505,403.8183954680084,1.0,0.7217780989223573,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,0
0.8978415083789988,11.298296769848807,12.59769240019265,83.27921168239061,10.144079813954622,48.599729813109114,0.583575766764679,83.28133968064493,0.6656399509542572,1.713266629780197,3.682331942020069,157558.98646106446,-3.203426503814917e-16,1.1380577770313423,2.4136002031466854,4.424604774316502,0.621506468516435,2.7374663290825,2.789350963507853,0.09632315449309163,4.32828161982341,0.46320425584881003,2.8375816655670887,-0.2914701515866416,670.5704962797447,1.0,0.558147805902076,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,0
0.9682608435414046,13.693970938909368,15.289231773894521,137.57721513934425,13.259335852739865,51.10387581024838,0.37145595481408844,137.57934313759853,0.8136251226549269,0.9971926823244249,4.873795217780809,304227.5234301259,0.0005080455393704503,1.996213620492219,2.3227850595016704,6.472176154067969,1.1476537451331206,2.733692684847761,2.5623369639817954,-0.02810775443696725,6.500283908504937,0.8440254966063958,3.0677733242988148,0.39580115249451175,1294.7912775442396,0.9999381322115235,1.9381574740892384,3.9999219292899304,3.9028521838445956e-05,-3.903022992756659e-05,3.903364660980188e-05,3.9035355034923066e-05,-1.9518104634020505e-05,3.9035355034923066e-05,0.0006249055151274156,3.903364660980187e-05,0.9999804823224826,0.9999804823224826,0.999992192928993,0.9999869882149883,-1.6569476815587104e-06,3.315392886073723e-05,3.9035355034923066e-05,1.9999804823224825,0.9999219318525678,0.0006639408701620183,1.95181036230787e-05,0.9999609646449651,3.999960964644965,0.0006249055151274156,1.9517250411181235e-05,0
0.9305913023210783,12.682374817388535,13.522532676713697,115.72692906409736,11.802107697837645,44.14387563600259,0.38144860485801657,115.72905706235164,0.8638765531608144,0.5023232841072257,2.3861900325022827,69364.86724069368,0.08468841156320053,1.0378280691076216,2.4183511954717796,3.581780341623284,0.5806279559557139,1.4321533306234986,1.4195096402634397,-0.2926746704699987,3.8744550120932826,0.42486301981317676,1.5971628645731082,0.09870006347686086,295.2166327971714,0.9790416526121202,0.4998660535553958,3.966792391920929,0.10604343283790729,-0.056816209393849904,0.03242222959976004,0.006876256335747393,0.6494407446494457,0.006876256335747393,0.05927119537449945,0.006828830721030002,0.9965618718321263,0.9965618718321263,0.9986247487328506,0.9977079145547508,-0.47318447001444275,0.27039230786141544,0.006876256335747393,1.990076840029601,0.9735219263112163,0.12252605567893454,0.6494407446487312,0.9866387118617272,3.980153680059202,0.11564979934318749,0.009824621483876859,0
0.5735168212420639,15.223345935243264,14.919546688731906,92.65517199087705,8.730844969449013,53.066447568025254,0.5727305494964733,92.65729998913127,0.6430129946925981,2.2265519302205083,4.0300815734716355,226261.02892714064,-3.203426503814917e-16,0.9238885905565146,3.144912961756331,5.389365936589267,0.5606939864990312,3.1445413368398385,3.1752191419796882,0.3079786885284357,5.081387248060832,0.38553360711775403,3.2237821774414326,-0.25543739007699745,962.9661491503183,1.0,0.5046313084945441,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,0
0.5277249655392396,14.960966208161132,14.30483527113727,86.96064866234555,7.895275376635562,43.31896325867503,0.4981444357306455,86.96277666059986,0.7631119651509309,1.2518168055281653,2.771214318589938,92475.10419900529,-3.203426503814917e-16,0.8428610464469894,2.664230399268481,3.6196944386799075,0.47674727970359304,2.045763063788196,2.087934963603579,0.07405896995957184,3.5456354687203357,0.34543721774065067,2.1273862462970947,-0.3402038566965949,393.57372060508965,1.0,0.34062572777397515,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,0
0.5975257526782837,12.41563023928583,13.281021018851717,63.89740358214243,7.418658803704526,43.3517470047803,0.6784586630198527,63.89953158039672,0.6536419758874571,1.81936837745309,4.1178484941425095,144414.48699378743,-3.203426503814917e-16,1.295986636813403,2.431984749110431,5.26049320064593,0.7202373872070175,2.9756852386593406,2.9867456533613463,0.23978161146423488,5.020711589181696,0.5290271661806337,3.101395662418446,-0.10586514099073109,614.6275524394772,1.0,0.7639524152928535,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,0
